target,n_rows_in_csv,n_valid_3d,n_inner_lt_30pc,n_outer_40_70pc,inner_density,outer_density,density_ratio,raw_score,adjusted_score,score_gap,score_retention,inner_weight,outer_weight,confidence_weight,score_status,central_concentration_10pc,peak_shell,peak_radius_mid_pc,monotonic_fraction,hollow_core_flag,anti_cluster_flag,n_0_10pc,density_0_10pc,n_10_20pc,density_10_20pc,n_20_30pc,density_20_30pc,n_30_40pc,density_30_40pc,n_40_50pc,density_40_50pc,n_50_60pc,density_50_60pc,n_60_70pc,density_60_70pc,csv_path,cluster,is_field_like,cluster_notes,field_notes,is_confirmed_cluster,reference_label,model_region
K2-42,61,61,2,55,1.768388256576615e-05,4.706194553792605e-05,0.37575757575757573,0.2811708435067959,0.039652298443266086,0.2415185450635298,0.14102564102564102,0.16666666666666666,0.8461538461538461,0.14102564102564102,ok,0.39673571876961705,10_20,15.0,0.5,True,False,0,0.0,2,6.8209261325098e-05,0,0.0,4,2.5808909690577625e-05,16,6.261833826566375e-05,17,4.459836317410254e-05,22,4.135522143332714e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-42.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
Kepler-380,33,33,2,26,1.768388256576615e-05,2.2247465163383224e-05,0.7948717948717947,0.32259910613552856,0.03883137388668399,0.28376773224884455,0.12037037037037036,0.16666666666666666,0.7222222222222222,0.12037037037037036,ok,0.7550776583034646,10_20,15.0,0.5,True,False,0,0.0,1,3.4104630662549e-05,1,1.2564863928307527e-05,5,3.226113711322203e-05,5,1.956823070801992e-05,9,2.3610898150995463e-05,12,2.2557393509087533e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Kepler-380.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-248,37,37,2,31,1.768388256576615e-05,2.6525823848649227e-05,0.6666666666666666,0.30070021442849243,0.03789311645237099,0.26280709797612145,0.12601626016260162,0.16666666666666666,0.7560975609756098,0.12601626016260162,ok,0.6687830687830688,10_20,15.0,0.5,True,False,0,0.0,1,3.4104630662549e-05,1,1.2564863928307527e-05,4,2.5808909690577625e-05,8,3.130916913283187e-05,11,2.8857764406772236e-05,12,2.2557393509087533e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-248.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-411,120,120,2,45,1.768388256576615e-05,3.850522816739404e-05,0.4592592592592592,0.2758848297657245,0.03762065860441697,0.23826417116130752,0.13636363636363635,0.16666666666666666,0.8181818181818182,0.13636363636363635,ok,0.4876543209876543,60_70,65.0,0.3333333333333333,True,True,0,0.0,1,3.4104630662549e-05,1,1.2564863928307527e-05,3,1.935668226793322e-05,4,1.5654584566415937e-05,14,3.672806379043739e-05,27,5.0754135395446945e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-411.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core|anti_cluster_shape
Kepler-989,40,40,2,34,1.768388256576615e-05,2.909283905980883e-05,0.6078431372549019,0.28784823681691574,0.03707136383248157,0.2507768729844342,0.12878787878787878,0.16666666666666666,0.7727272727272727,0.12878787878787878,ok,0.6159844054580896,40_50,45.0,0.3333333333333333,True,True,0,0.0,1,3.4104630662549e-05,1,1.2564863928307527e-05,4,2.5808909690577625e-05,9,3.5222815274435855e-05,10,2.623433127888385e-05,15,2.8196741886359416e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Kepler-989.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core|anti_cluster_shape
TOI-559,151,151,3,63,2.6525823848649227e-05,5.3907319434351655e-05,0.4920634920634921,0.17857774877091345,0.03556501002919141,0.14301273874172205,0.19915700737618547,0.23076923076923078,0.863013698630137,0.19915700737618547,ok,0.5401709401709403,50_60,55.0,0.5,True,False,0,0.0,0,0.0,3,3.769459178492258e-05,2,1.2904454845288812e-05,13,5.0877399840851795e-05,21,5.509209568565609e-05,29,5.4513700980294865e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-559.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-207,113,113,3,52,2.6525823848649227e-05,4.449493032676645e-05,0.5961538461538461,0.1795336188684378,0.034748442361633124,0.14478517650680467,0.1935483870967742,0.23076923076923078,0.8387096774193549,0.19354838709677422,ok,0.6159844054580896,50_60,55.0,0.5,True,False,0,0.0,0,0.0,3,3.769459178492258e-05,5,3.226113711322203e-05,12,4.6963753699247806e-05,24,6.296239506932124e-05,16,3.0076524678783376e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-207.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
WASP-58,22,22,2,18,1.768388256576615e-05,1.5402091266957617e-05,1.148148148148148,0.30014971152870823,0.03215889766379017,0.2679908138649181,0.10714285714285714,0.16666666666666666,0.6428571428571429,0.10714285714285715,ok,1.1703703703703703,20_30,25.0,0.5,True,False,0,0.0,0,0.0,2,2.5129727856615053e-05,2,1.2904454845288812e-05,4,1.5654584566415937e-05,5,1.3117165639441926e-05,9,1.691804513181565e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-58.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-87,161,161,3,72,2.6525823848649227e-05,6.160836506783047e-05,0.4305555555555555,0.14971518891347108,0.030336285933686452,0.11937890297978462,0.20262664165103192,0.23076923076923078,0.8780487804878049,0.20262664165103192,ok,0.4501424501424502,60_70,65.0,0.16666666666666666,True,True,0,0.0,0,0.0,3,3.769459178492258e-05,6,3.871336453586644e-05,12,4.6963753699247806e-05,21,5.509209568565609e-05,39,7.331152890453447e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-87.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core|anti_cluster_shape
K2-166,22,22,2,17,1.768388256576615e-05,1.4546419529904415e-05,1.2156862745098038,0.2720723140798871,0.02855079839109926,0.24352151568878783,0.10493827160493827,0.16666666666666666,0.6296296296296297,0.10493827160493827,ok,1.1703703703703703,20_30,25.0,0.6666666666666666,True,False,0,0.0,0,0.0,2,2.5129727856615053e-05,3,1.935668226793322e-05,6,2.3481876849623903e-05,5,1.3117165639441926e-05,6,1.1278696754543766e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-166.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
WASP-183,64,64,2,55,1.768388256576615e-05,4.706194553792605e-05,0.37575757575757573,0.19838578922218153,0.027977483095435858,0.17040830612674568,0.14102564102564102,0.16666666666666666,0.8461538461538461,0.14102564102564102,ok,0.3775388291517323,50_60,55.0,0.3333333333333333,True,True,0,0.0,1,3.4104630662549e-05,1,1.2564863928307527e-05,7,4.516559195851085e-05,12,4.6963753699247806e-05,21,5.509209568565609e-05,22,4.135522143332714e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-183.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core|anti_cluster_shape
K2-398,76,76,2,67,1.768388256576615e-05,5.733000638256446e-05,0.308457711442786,0.17757747677571586,0.025752577800807273,0.15182489897490858,0.145021645021645,0.16666666666666666,0.8701298701298701,0.145021645021645,ok,0.3163163163163163,50_60,55.0,0.3333333333333333,True,True,0,0.0,1,3.4104630662549e-05,1,1.2564863928307527e-05,7,4.516559195851085e-05,13,5.0877399840851795e-05,25,6.558582819720963e-05,29,5.4513700980294865e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-398.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core|anti_cluster_shape
K2-161,9,9,1,8,8.841941282883075e-06,6.845373896425608e-06,1.2916666666666663,0.6321025312721635,0.025539496213016707,0.6065630350591469,0.0404040404040404,0.09090909090909091,0.4444444444444444,0.0404040404040404,ok,1.462962962962963,10_20,15.0,0.5,False,False,0,0.0,1,3.4104630662549e-05,0,0.0,0,0.0,2,7.827292283207968e-06,1,2.623433127888385e-06,5,9.398913962119805e-06,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-161.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-654,29,29,9,1,7.957747154594768e-05,8.55671737053201e-07,92.99999999999999,0.5841479068575806,0.025154694553675715,0.5589932123039049,0.043062200956937795,0.47368421052631576,0.09090909090909091,0.043062200956937795,ok,5.266666666666667,30_40,35.0,0.6666666666666666,True,False,0,0.0,3,0.00010231389198764701,6,7.538918356984516e-05,19,0.0001225923210302437,1,3.913646141603984e-06,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-654.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
TOI-4602,46,46,3,23,2.6525823848649227e-05,1.968044995222362e-05,1.3478260869565217,0.1468126626192541,0.02361322545624367,0.12319943716301043,0.16083916083916086,0.23076923076923078,0.696969696969697,0.16083916083916086,ok,0.8165374677002585,30_40,35.0,0.6666666666666666,True,False,0,0.0,0,0.0,3,3.769459178492258e-05,20,0.00012904454845288812,23,9.001386125689163e-05,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4602.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-173,82,82,1,23,8.841941282883075e-06,1.968044995222362e-05,0.4492753623188405,0.34720575967458156,0.02199926300968423,0.3252064966648973,0.06336088154269973,0.09090909090909091,0.696969696969697,0.06336088154269973,ok,0.4876543209876543,10_20,15.0,0.3333333333333333,True,False,0,0.0,1,3.4104630662549e-05,0,0.0,1,6.452227422644406e-06,6,2.3481876849623903e-05,3,7.870299383665154e-06,14,2.6316959093935453e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-173.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
TOI-3837,10,10,1,8,8.841941282883075e-06,6.845373896425608e-06,1.2916666666666663,0.5334878497629567,0.02155506463688714,0.5119327851260695,0.0404040404040404,0.09090909090909091,0.4444444444444444,0.0404040404040404,ok,1.3004115226337447,10_20,15.0,0.5,True,False,0,0.0,1,3.4104630662549e-05,0,0.0,1,6.452227422644406e-06,3,1.1740938424811952e-05,3,7.870299383665154e-06,2,3.759565584847922e-06,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3837.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
TOI-2989,27,27,1,23,8.841941282883075e-06,1.968044995222362e-05,0.4492753623188405,0.3287553119472948,0.02083022637682584,0.30792508557046894,0.06336088154269973,0.09090909090909091,0.696969696969697,0.06336088154269973,ok,0.4501424501424501,10_20,15.0,0.3333333333333333,True,False,0,0.0,1,3.4104630662549e-05,0,0.0,3,1.935668226793322e-05,2,7.827292283207968e-06,4,1.049373251155354e-05,17,3.195630747120734e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2989.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-209,27,27,2,16,1.768388256576615e-05,1.3690747792851215e-05,1.2916666666666663,0.17865930063591598,0.01832403083445292,0.16033526980146307,0.10256410256410256,0.16666666666666666,0.6153846153846154,0.10256410256410256,ok,0.9362962962962962,30_40,35.0,0.6666666666666666,True,False,0,0.0,0,0.0,2,2.5129727856615053e-05,9,5.807004680379966e-05,12,4.6963753699247806e-05,4,1.049373251155354e-05,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-209.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-409,83,83,2,73,1.768388256576615e-05,6.246403680488366e-05,0.2831050228310502,0.09520028569995839,0.01395506196003406,0.08124522373992434,0.1465863453815261,0.16666666666666666,0.8795180722891566,0.1465863453815261,ok,0.2889803383630544,40_50,45.0,0.3333333333333333,True,True,0,0.0,0,0.0,2,2.5129727856615053e-05,8,5.161781938115525e-05,18,7.044563054887171e-05,18,4.722179630199093e-05,37,6.955196331968655e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-409.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core|anti_cluster_shape
K2-111,30,30,1,13,8.841941282883075e-06,1.1123732581691612e-05,0.7948717948717947,0.26415901017701104,0.013573387874708076,0.25058562230230297,0.05138339920948616,0.09090909090909091,0.5652173913043478,0.05138339920948616,ok,0.9002849002849002,50_60,55.0,0.5,True,False,0,0.0,0,0.0,1,1.2564863928307527e-05,0,0.0,3,1.1740938424811952e-05,6,1.574059876733031e-05,4,7.519131169695844e-06,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-111.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-5,82,82,2,65,1.768388256576615e-05,5.561866290845806e-05,0.3179487179487179,0.0897316229316831,0.012961234423465336,0.07677038850821777,0.14444444444444443,0.16666666666666666,0.8666666666666667,0.14444444444444443,ok,0.29259259259259257,30_40,35.0,0.3333333333333333,True,True,0,0.0,0,0.0,2,2.5129727856615053e-05,15,9.67834113396661e-05,10,3.913646141603984e-05,21,5.509209568565609e-05,34,6.391261494241468e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-5.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core|anti_cluster_shape
K2-258,13,13,1,10,8.841941282883075e-06,8.556717370532009e-06,1.0333333333333332,0.2423028166891289,0.011013764394960405,0.2312890522941685,0.045454545454545456,0.09090909090909091,0.5,0.045454545454545456,ok,0.9753086419753086,30_40,35.0,0.5,True,False,0,0.0,0,0.0,1,1.2564863928307527e-05,2,1.2904454845288812e-05,3,1.1740938424811952e-05,2,5.24686625577677e-06,5,9.398913962119805e-06,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-258.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-246,23,23,1,22,8.841941282883075e-06,1.882477821517042e-05,0.4696969696969696,0.16708716332912005,0.010442947708070003,0.15664421562105005,0.0625,0.09090909090909091,0.6875,0.0625,ok,0.531986531986532,40_50,45.0,0.5,True,False,0,0.0,0,0.0,1,1.2564863928307527e-05,0,0.0,9,3.5222815274435855e-05,4,1.049373251155354e-05,9,1.691804513181565e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-246.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-385,11,11,1,3,8.841941282883075e-06,2.5670152111596026e-06,3.444444444444444,0.46731436502428864,0.00980379786764242,0.45751056715664623,0.02097902097902098,0.09090909090909091,0.23076923076923078,0.02097902097902098,ok,2.925925925925926,20_30,25.0,0.6666666666666666,True,False,0,0.0,0,0.0,1,1.2564863928307527e-05,1,6.452227422644406e-06,0,0.0,3,7.870299383665154e-06,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-385.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-230,47,47,1,41,8.841941282883075e-06,3.5082541219181234e-05,0.25203252032520324,0.087609934532302,0.006402865090596046,0.08120706944170594,0.07308377896613191,0.09090909090909091,0.803921568627451,0.07308377896613191,ok,0.2544283413848631,50_60,55.0,0.5,True,False,0,0.0,0,0.0,1,1.2564863928307527e-05,5,3.226113711322203e-05,4,1.5654584566415937e-05,18,4.722179630199093e-05,19,3.571587305605526e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-230.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
TOI-2524,42,42,1,35,8.841941282883075e-06,2.994851079686203e-05,0.2952380952380952,0.08844244920901626,0.006253506509728422,0.08218894269928784,0.0707070707070707,0.09090909090909091,0.7777777777777778,0.0707070707070707,ok,0.28545618789521227,30_40,35.0,0.5,True,False,0,0.0,0,0.0,1,1.2564863928307527e-05,6,3.871336453586644e-05,9,3.5222815274435855e-05,9,2.3610898150995463e-05,17,3.195630747120734e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2524.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
Kepler-653,47,47,1,41,8.841941282883075e-06,3.5082541219181234e-05,0.25203252032520324,0.0819142335050496,0.005986601735663162,0.07592763176938644,0.07308377896613191,0.09090909090909091,0.803921568627451,0.07308377896613191,ok,0.2544283413848631,50_60,55.0,0.3333333333333333,True,True,0,0.0,0,0.0,1,1.2564863928307527e-05,5,3.226113711322203e-05,10,3.913646141603984e-05,15,3.935149691832577e-05,16,3.0076524678783376e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Kepler-653.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core|anti_cluster_shape
HATS-53,54,54,1,41,8.841941282883075e-06,3.5082541219181234e-05,0.25203252032520324,0.06676702191362334,0.004879586271762134,0.06188743564186121,0.07308377896613191,0.09090909090909091,0.803921568627451,0.07308377896613191,ok,0.22082459818308875,30_40,35.0,0.3333333333333333,True,True,0,0.0,0,0.0,1,1.2564863928307527e-05,12,7.742672907173288e-05,6,2.3481876849623903e-05,12,3.148119753466062e-05,23,4.3235004225751105e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-53.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core|anti_cluster_shape
TOI-2076,280,280,280,0,0.002475743559207261,0.0,,1.0,0.0,1.0,0.0,0.9655172413793104,0.0,0.0,ok,,0_10,5.0,1.0,False,False,20,0.00477464829275686,87,0.0029671028676417632,173,0.0021737214595972023,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2076.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-544,256,256,256,0,0.002263536968418067,0.0,,1.0,0.0,1.0,0.0,0.9624060150375939,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,12,0.002864788975654116,92,0.0031376260209545082,152,0.001909859317102744,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-544.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-833,194,194,194,0,0.0017153366088793166,0.0,,1.0,0.0,1.0,0.0,0.9509803921568627,0.0,0.0,ok,,0_10,5.0,1.0,False,False,12,0.002864788975654116,51,0.0017393361637899993,131,0.0016459971746082861,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-833.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-2459,190,190,190,0,0.0016799688437477843,0.0,,1.0,0.0,1.0,0.0,0.95,0.0,0.0,ok,,0_10,5.0,1.0,False,False,14,0.003342253804929802,50,0.0017052315331274502,126,0.0015831728549667485,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2459.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-1224,154,154,154,0,0.0013616589575639936,0.0,,1.0,0.0,1.0,0.0,0.9390243902439024,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,4,0.000954929658551372,63,0.0021485917317405874,87,0.0010931431617627549,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1224.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-1201,153,153,153,0,0.0013528170162811104,0.0,,1.0,0.0,1.0,0.0,0.9386503067484663,0.0,0.0,ok,,0_10,5.0,1.0,False,False,14,0.003342253804929802,49,0.0016711269024649012,90,0.0011308377535476774,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1201.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-1634,149,149,149,0,0.0013174492511495782,0.0,,1.0,0.0,1.0,0.0,0.9371069182389937,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,5,0.001193662073189215,65,0.0022168009930656853,79,0.0009926242503362946,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1634.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
HD_73344,129,129,129,0,0.0011406104254919167,0.0,,1.0,0.0,1.0,0.0,0.9280575539568345,0.0,0.0,ok,,0_10,5.0,1.0,False,False,10,0.00238732414637843,64,0.002182696362403136,55,0.000691067516056914,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HD_73344.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-1467,106,106,106,0,0.000937245775985606,0.0,,1.0,0.0,1.0,0.0,0.9137931034482759,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,2,0.000477464829275686,41,0.0013982898571645091,63,0.0007915864274833743,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1467.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
HD_73583,105,105,105,0,0.0009284038347027229,0.0,,1.0,0.0,1.0,0.0,0.9130434782608695,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,4,0.000954929658551372,71,0.0024214287770409795,30,0.0003769459178492258,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HD_73583.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-1685,103,103,103,0,0.0009107199521369568,0.0,,1.0,0.0,1.0,0.0,0.911504424778761,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,5,0.001193662073189215,46,0.0015688130104772541,52,0.0006533729242719915,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1685.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-6086,99,99,99,0,0.0008753521870054244,0.0,,1.0,0.0,1.0,0.0,0.908256880733945,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,3,0.000716197243913529,66,0.0022509056237282345,30,0.0003769459178492258,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-6086.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-1266,96,96,96,0,0.0008488263631567753,0.0,,1.0,0.0,1.0,0.0,0.9056603773584906,0.0,0.0,ok,,0_10,5.0,1.0,False,False,8,0.001909859317102744,46,0.0015688130104772541,42,0.0005277242849889162,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1266.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-1693,96,96,96,0,0.0008488263631567753,0.0,,1.0,0.0,1.0,0.0,0.9056603773584906,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,8,0.001909859317102744,71,0.0024214287770409795,17,0.00021360268678122796,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1693.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-836,91,91,91,0,0.0008046166567423599,0.0,,1.0,0.0,1.0,0.0,0.900990099009901,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,8,0.001909859317102744,83,0.0028306843449915674,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-836.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
TOI-5713,87,87,87,0,0.0007692488916108275,0.0,,1.0,0.0,1.0,0.0,0.8969072164948454,0.0,0.0,ok,,20_30,25.0,0.6666666666666666,True,False,0,0.0,23,0.0007844065052386271,64,0.0008041512914116817,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-5713.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut|hollow_core
TOI-431,85,85,85,0,0.0007515650090450614,0.0,,1.0,0.0,1.0,0.0,0.8947368421052632,0.0,0.0,ok,,0_10,5.0,1.0,False,False,8,0.001909859317102744,49,0.0016711269024649012,28,0.00035181618999261075,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-431.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
GJ_3470,82,82,82,0,0.0007250391851964122,0.0,,1.0,0.0,1.0,0.0,0.8913043478260869,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,6,0.001432394487827058,64,0.002182696362403136,12,0.00015077836713969033,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\GJ_3470.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
K2-18,82,82,82,0,0.0007250391851964122,0.0,,1.0,0.0,1.0,0.0,0.8913043478260869,0.0,0.0,ok,,10_20,15.0,0.8333333333333334,False,False,2,0.000477464829275686,28,0.0009549296585513722,52,0.0006533729242719915,0,0.0,0,0.0,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-18.csv,,False,,,False,unknown,undersampled_high_raw|adjusted_below_cut
