target,n_rows_in_csv,n_valid_3d,n_inner_lt_30pc,n_outer_40_70pc,inner_density,outer_density,density_ratio,raw_score,adjusted_score,score_gap,score_retention,inner_weight,outer_weight,confidence_weight,score_status,csv_path
K2-155,75,75,13,43,0.00011494523667747997,3.6793884693287634e-05,3.124031007751938,0.7575187969924811,0.3473773646585701,0.41014143233391104,0.4585726004922067,0.5652173913043478,0.8113207547169812,0.4585726004922067,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-155.csv
HATS-57,1022,1022,32,376,0.0002829421210522584,0.0003217325731320035,0.8794326241134752,0.4679245283018868,0.3472778142442821,0.12064671405760469,0.7421662965704416,0.7619047619047619,0.9740932642487047,0.7421662965704416,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-57.csv
HATS-46,636,636,25,253,0.00022104853207207688,0.0002164849494744598,1.021080368906456,0.5052151238591917,0.34714673095159015,0.1580683929076015,0.6871265616512765,0.7142857142857143,0.9619771863117871,0.6871265616512765,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-46.csv
K2-211,565,565,24,238,0.00021220659078919382,0.00020364987341866178,1.0420168067226891,0.5102880658436215,0.3456790123456791,0.16460905349794241,0.6774193548387097,0.7058823529411765,0.9596774193548387,0.6774193548387097,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-211.csv
WASP-45,372,372,19,158,0.00016799688437477844,0.00013519613445440572,1.2426160337552745,0.5540921919096895,0.34141723319230044,0.21267495871738906,0.6161740558292282,0.6551724137931034,0.9404761904761905,0.6161740558292282,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-45.csv
HAT-P-16,1772,1772,46,666,0.00040672929901262145,0.0005698773768774317,0.7137137137137137,0.4164719626168224,0.33704128927327165,0.07943067334355075,0.8092772612003382,0.8214285714285714,0.985207100591716,0.8092772612003382,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-16.csv
NGTS-20,956,956,31,380,0.0002741001797693753,0.0003251552600802163,0.8429824561403509,0.4574012375059496,0.33697226878174397,0.12042896872420561,0.7367104440275172,0.7560975609756098,0.9743589743589743,0.7367104440275172,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\NGTS-20.csv
K2-386,664,664,24,252,0.00021220659078919382,0.0002156292777374066,0.9841269841269843,0.49600000000000005,0.3367543780871128,0.15924562191288727,0.678940278401437,0.7058823529411765,0.9618320610687023,0.678940278401437,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-386.csv
WASP-53,1190,1190,35,456,0.00030946794490090764,0.00039018631209625953,0.7931286549707603,0.4423155320016307,0.33664071963500364,0.10567481236662707,0.7610872675250357,0.7777777777777778,0.9785407725321889,0.7610872675250357,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-53.csv
TOI-849,280,280,16,119,0.0001414710605261292,0.00010182493670933089,1.3893557422969187,0.5814771395076201,0.3300931644670569,0.25138397504056326,0.56768038163387,0.6153846153846154,0.9224806201550387,0.56768038163387,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-849.csv
WASP-187,456,456,18,155,0.00015915494309189535,0.0001326291192432461,1.2000000000000002,0.5454545454545455,0.3293978748524204,0.21605667060212513,0.6038961038961039,0.6428571428571429,0.9393939393939394,0.6038961038961039,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-187.csv
HAT-P-51,615,615,22,231,0.00019452270822342766,0.00019766017125928936,0.9841269841269843,0.496,0.326850622406639,0.16914937759336102,0.6589730290456431,0.6875,0.9585062240663901,0.6589730290456431,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-51.csv
WASP-82,434,434,29,367,0.0002564162972036092,0.00031403152749852467,0.8165304268846505,0.44950000000000007,0.32537771203155824,0.12412228796844182,0.7238658777120316,0.7435897435897436,0.9734748010610079,0.7238658777120316,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-82.csv
WASP-136,658,658,22,242,0.00019452270822342766,0.00020707256036687458,0.9393939393939396,0.484375,0.319793216765873,0.16458178323412698,0.660218253968254,0.6875,0.9603174603174603,0.660218253968254,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-136.csv
TOI-4406,873,873,26,332,0.00022989047335495995,0.00028408301670166265,0.8092369477911647,0.44728079911209767,0.31359063173616203,0.13369016737593564,0.7011046133853152,0.7222222222222222,0.9707602339181286,0.701104613385315,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4406.csv
TOI-2384,328,328,14,102,0.00012378717796036307,8.727851717942647e-05,1.4183006535947715,0.5864864864864866,0.31157094594594603,0.27491554054054057,0.53125,0.5833333333333334,0.9107142857142857,0.53125,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2384.csv
WASP-98,447,447,17,167,0.00015031300180901229,0.00014289718008788453,1.0518962075848304,0.5126459143968872,0.30454106527992525,0.20810484911696198,0.5940573341703285,0.6296296296296297,0.943502824858757,0.5940573341703285,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-98.csv
K2-133,108,108,12,77,0.00010610329539459691,6.588672375309646e-05,1.6103896103896105,0.6169154228855721,0.2978212386344141,0.319094184251158,0.4827586206896552,0.5454545454545454,0.8850574712643678,0.48275862068965514,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-133.csv
HATS-68,226,226,12,79,0.00010610329539459691,6.759806722720286e-05,1.569620253164557,0.6108374384236454,0.29574764638693346,0.3150897920367119,0.484167517875383,0.5454545454545454,0.8876404494382022,0.484167517875383,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-68.csv
HAT-P-28,584,584,19,221,0.00016799688437477844,0.00018910345388875737,0.8883861236802415,0.4704472843450479,0.29488104895728556,0.17556623538776234,0.6268099716375578,0.6551724137931034,0.9567099567099567,0.6268099716375578,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-28.csv
EPIC_220492298,263,263,13,100,0.00011494523667747997,8.556717370532007e-05,1.3433333333333335,0.5732574679943102,0.29455917327770875,0.27869829471660146,0.5138339920948616,0.5652173913043478,0.9090909090909091,0.5138339920948616,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\EPIC_220492298.csv
EPIC_220674823,337,337,14,120,0.00012378717796036307,0.00010268060844638408,1.205555555555556,0.5465994962216625,0.2943228056578183,0.25227669056384416,0.5384615384615385,0.5833333333333334,0.9230769230769231,0.5384615384615385,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\EPIC_220674823.csv
K2-79,626,626,20,245,0.0001768388256576615,0.00020963957557803417,0.8435374149659866,0.4575645756457565,0.2930805778646022,0.1644839977811543,0.6405228758169934,0.6666666666666666,0.9607843137254902,0.6405228758169934,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-79.csv
WASP-22,760,760,22,307,0.00019452270822342766,0.00026269122327533264,0.7404994571118351,0.42545227698066124,0.2832713602846398,0.14218091669602145,0.6658123028391167,0.6875,0.9684542586750788,0.6658123028391167,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-22.csv
WASP-32,364,364,14,133,0.00012378717796036307,0.0001138043410280757,1.0877192982456143,0.5210084033613446,0.2826683120800768,0.23834009128126776,0.5425407925407926,0.5833333333333334,0.9300699300699301,0.5425407925407926,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-32.csv
HATS-49,354,354,14,139,0.00012378717796036307,0.0001189383714503949,1.0407673860911273,0.5099882491186839,0.27752716241190123,0.23246108670678267,0.5441834451901566,0.5833333333333334,0.9328859060402684,0.5441834451901566,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-49.csv
HAT-P-52,465,465,16,195,0.0001414710605261292,0.00016685598872537416,0.8478632478632478,0.4588344125809436,0.2685859976083572,0.19024841497258638,0.5853658536585366,0.6153846153846154,0.9512195121951219,0.5853658536585366,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-52.csv
K2-208,312,312,12,107,0.00010610329539459691,9.155687586469248e-05,1.1588785046728975,0.5367965367965368,0.26777263140899504,0.2690239053875418,0.4988344988344988,0.5454545454545454,0.9145299145299145,0.49883449883449876,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-208.csv
TOI-157,133,133,12,108,0.00010610329539459691,9.241254760174568e-05,1.1481481481481484,0.5344827586206897,0.26682960522820254,0.2676531533924872,0.4992295839753466,0.5454545454545454,0.9152542372881356,0.49922958397534667,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-157.csv
K2-205,433,433,15,177,0.00013262911924324613,0.00015145389745841654,0.8757062146892656,0.46686746987951805,0.26514077701179045,0.2017266928677276,0.5679144385026738,0.6,0.946524064171123,0.5679144385026738,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-205.csv
K2-217,493,493,15,180,0.00013262911924324613,0.00015402091266957614,0.8611111111111112,0.4626865671641791,0.26300078554595446,0.19968578161822464,0.568421052631579,0.6,0.9473684210526315,0.5684210526315789,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-217.csv
WASP-158,353,353,13,141,0.00011494523667747997,0.0001206497149245013,0.9527186761229315,0.48789346246973364,0.2575032296881721,0.23039023278156157,0.527785775986179,0.5652173913043478,0.9337748344370861,0.527785775986179,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-158.csv
HIP_65_A,43,43,12,10,0.00010610329539459691,8.556717370532007e-06,12.400000000000002,0.9253731343283582,0.2523744911804613,0.6729986431478969,0.2727272727272727,0.5454545454545454,0.5,0.2727272727272727,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HIP_65_A.csv
HATS-30,369,369,13,149,0.00011494523667747997,0.00012749508882092692,0.9015659955257271,0.47411764705882353,0.2511254805449661,0.22299216651385745,0.5296691277003007,0.5652173913043478,0.9371069182389937,0.5296691277003007,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-30.csv
WASP-78,206,206,10,83,8.841941282883075e-05,7.102075417541566e-05,1.244979919678715,0.554561717352415,0.24746571258199163,0.30709600477042337,0.44623655913978494,0.5,0.8924731182795699,0.44623655913978494,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-78.csv
TOI-5678,332,332,12,136,0.00010610329539459691,0.0001163713562392353,0.9117647058823531,0.476923076923077,0.2423220615001437,0.2346010154229333,0.5080946450809464,0.5454545454545454,0.9315068493150684,0.5080946450809464,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-5678.csv
WASP-159,166,166,12,138,0.00010610329539459691,0.0001180826997133417,0.8985507246376814,0.47328244274809167,0.24071121781045446,0.2325712249376372,0.5085995085995085,0.5454545454545454,0.9324324324324325,0.5085995085995085,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-159.csv
K2-295,441,441,13,166,0.00011494523667747997,0.00014204150835083132,0.8092369477911647,0.44728079911209767,0.2384466315424671,0.20883416756963058,0.533102766798419,0.5652173913043478,0.9431818181818182,0.533102766798419,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-295.csv
WASP-126,249,249,10,94,8.841941282883075e-05,8.043314328300087e-05,1.0992907801418441,0.5236486486486487,0.23664890852390855,0.28699974012474017,0.4519230769230769,0.5,0.9038461538461539,0.4519230769230769,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-126.csv
WASP-44,291,291,10,101,8.841941282883075e-05,8.642284544237328e-05,1.0231023102310233,0.5057096247960848,0.23007509956938996,0.27563452522669485,0.45495495495495497,0.5,0.9099099099099099,0.45495495495495497,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-44.csv
TOI-3682,327,327,11,131,9.726135411171383e-05,0.0001120929975539693,0.8676844783715013,0.4645776566757493,0.22609132160410497,0.23848633507164432,0.48665991219182714,0.5238095238095238,0.9290780141843972,0.48665991219182714,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3682.csv
K2-80,518,518,14,214,0.00012378717796036307,0.00018311375172938495,0.6760124610591902,0.4033457249070633,0.22478121127633216,0.17856451363073111,0.5572916666666667,0.5833333333333334,0.9553571428571429,0.5572916666666667,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-80.csv
WASP-138,99,99,7,34,6.189358898018153e-05,2.9092839059808824e-05,2.1274509803921573,0.6802507836990596,0.21644343117697348,0.46380735252208605,0.3181818181818182,0.4117647058823529,0.7727272727272727,0.3181818181818182,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-138.csv
WASP-116,399,399,11,154,9.726135411171383e-05,0.00013177344750619292,0.7380952380952381,0.4246575342465754,0.20887626684486024,0.21578126740171513,0.491869918699187,0.5238095238095238,0.9390243902439024,0.491869918699187,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-116.csv
TOI-2719,121,121,9,99,7.957747154594768e-05,8.471150196826688e-05,0.9393939393939394,0.484375,0.20839117576050217,0.27598382423949785,0.43022694350555285,0.47368421052631576,0.908256880733945,0.43022694350555285,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2719.csv
TIC_4672985,459,459,12,185,0.00010610329539459691,0.00015829927135484214,0.6702702702702703,0.40129449838187703,0.20766288727453772,0.1936316111073393,0.5174825174825174,0.5454545454545454,0.9487179487179487,0.5174825174825174,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TIC_4672985.csv
K2-212,181,181,9,108,7.957747154594768e-05,9.241254760174568e-05,0.8611111111111112,0.4626865671641791,0.20059381948420252,0.2620927476799766,0.43354148082069577,0.47368421052631576,0.9152542372881356,0.43354148082069577,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-212.csv
K2-281,301,301,9,113,7.957747154594768e-05,9.669090628701169e-05,0.8230088495575222,0.45145631067961167,0.19646173211859866,0.25499457856101304,0.43517329910141206,0.47368421052631576,0.9186991869918699,0.43517329910141206,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-281.csv
TOI-2416,236,236,8,85,7.07355302630646e-05,7.273209764952206e-05,0.9725490196078432,0.49304174950298213,0.19606338576726773,0.2969783637357144,0.39766081871345027,0.4444444444444444,0.8947368421052632,0.39766081871345027,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2416.csv
NGTS-15,248,248,12,207,0.00010610329539459691,0.00017712404957001256,0.5990338164251209,0.3746223564954683,0.19492290187154238,0.17969945462392595,0.5203183912861332,0.5454545454545454,0.9539170506912442,0.5203183912861332,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\NGTS-15.csv
K2-214,402,402,10,164,8.841941282883075e-05,0.0001403301648767249,0.6300813008130083,0.38653366583541154,0.18215954366956175,0.2043741221658498,0.47126436781609193,0.5,0.9425287356321839,0.47126436781609193,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-214.csv
HATS-61,214,214,7,73,6.189358898018153e-05,6.246403680488365e-05,0.9908675799086761,0.49770642201834875,0.18024662058921062,0.3174598014291381,0.3621545003543586,0.4117647058823529,0.8795180722891566,0.3621545003543586,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-61.csv
K2-210,266,266,8,105,7.07355302630646e-05,8.984553239058608e-05,0.7873015873015874,0.44049733570159855,0.17875254202383709,0.2617447936777615,0.40579710144927533,0.4444444444444444,0.9130434782608695,0.40579710144927533,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-210.csv
K2-222,131,131,8,114,7.07355302630646e-05,9.754657802406488e-05,0.7251461988304094,0.42033898305084744,0.1717514124293785,0.24858757062146894,0.4086021505376343,0.4444444444444444,0.9193548387096774,0.4086021505376344,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-222.csv
HIP_8152,197,197,9,154,7.957747154594768e-05,0.00013177344750619292,0.6038961038961039,0.3765182186234818,0.16747569031198514,0.20904252831149664,0.44480102695763796,0.47368421052631576,0.9390243902439024,0.44480102695763796,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HIP_8152.csv
TOI-169,277,277,7,109,6.189358898018153e-05,9.326821933879888e-05,0.6636085626911317,0.3988970588235295,0.1504490637085284,0.2484479951150011,0.3771626297577854,0.4117647058823529,0.9159663865546218,0.3771626297577854,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-169.csv
TOI-277,27,27,6,8,5.3051647697298455e-05,6.845373896425606e-06,7.750000000000001,0.8857142857142857,0.1476190476190476,0.7380952380952381,0.16666666666666666,0.375,0.4444444444444444,0.16666666666666666,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-277.csv
K2-282,189,189,6,78,5.3051647697298455e-05,6.674239549014965e-05,0.794871794871795,0.4428571428571429,0.14719967532467534,0.2956574675324676,0.33238636363636365,0.375,0.8863636363636364,0.33238636363636365,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-282.csv
TOI-2345,63,63,5,48,4.420970641441538e-05,4.1072243378553634e-05,1.076388888888889,0.5183946488294315,0.14300542036673974,0.3753892284626918,0.27586206896551724,0.3333333333333333,0.8275862068965517,0.27586206896551724,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2345.csv
K2-221,348,348,7,131,6.189358898018153e-05,0.0001120929975539693,0.5521628498727736,0.3557377049180328,0.13609156254060745,0.21964614237742536,0.3825615352523988,0.4117647058823529,0.9290780141843972,0.38256153525239883,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-221.csv
K2-86,180,180,5,65,4.420970641441538e-05,5.561866290845805e-05,0.7948717948717949,0.4428571428571429,0.12793650793650793,0.31492063492063493,0.28888888888888886,0.3333333333333333,0.8666666666666667,0.28888888888888886,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-86.csv
TOI-2420,25,25,5,7,4.420970641441538e-05,5.989702159372405e-06,7.380952380952382,0.8806818181818181,0.1208778966131907,0.7598039215686274,0.1372549019607843,0.3333333333333333,0.4117647058823529,0.1372549019607843,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2420.csv
HIP_9618,30,30,4,11,3.53677651315323e-05,9.412389107585209e-06,3.7575757575757573,0.7898089171974523,0.11820269509077518,0.6716062221066771,0.14965986394557823,0.2857142857142857,0.5238095238095238,0.14965986394557823,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HIP_9618.csv
HATS-63,198,198,5,84,4.420970641441538e-05,7.187642591246887e-05,0.6150793650793651,0.3808353808353808,0.11344032620628364,0.2673950546290972,0.2978723404255319,0.3333333333333333,0.8936170212765957,0.2978723404255319,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-63.csv
TOI-3261,313,313,6,132,5.3051647697298455e-05,0.0001129486692910225,0.4696969696969698,0.3195876288659794,0.11140554668215479,0.2081820821838246,0.3485915492957746,0.375,0.9295774647887324,0.3485915492957746,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3261.csv
K2-204,47,47,3,18,2.6525823848649227e-05,1.5402091266957614e-05,1.7222222222222225,0.6326530612244898,0.09385512446736939,0.5387979367571204,0.14835164835164838,0.23076923076923078,0.6428571428571429,0.14835164835164838,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-204.csv
TOI-4602,46,46,3,23,2.6525823848649227e-05,1.9680449952223617e-05,1.347826086956522,0.5740740740740742,0.09233359233359237,0.4817404817404818,0.16083916083916086,0.23076923076923078,0.696969696969697,0.16083916083916086,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4602.csv
K2-207,113,113,3,52,2.6525823848649227e-05,4.449493032676644e-05,0.5961538461538463,0.37349397590361444,0.07228915662650603,0.3012048192771084,0.19354838709677424,0.23076923076923078,0.8387096774193549,0.19354838709677422,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-207.csv
TOI-559,151,151,3,63,2.6525823848649227e-05,5.390731943435165e-05,0.49206349206349215,0.3297872340425532,0.06567943860278458,0.26410779543976864,0.19915700737618547,0.23076923076923078,0.863013698630137,0.19915700737618547,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-559.csv
K2-87,161,161,3,72,2.6525823848649227e-05,6.160836506783045e-05,0.43055555555555564,0.3009708737864078,0.06098471739011641,0.2399861563962914,0.20262664165103192,0.23076923076923078,0.8780487804878049,0.20262664165103192,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-87.csv
NGTS-23,17,17,2,15,1.768388256576615e-05,1.283507605579801e-05,1.377777777777778,0.5794392523364486,0.057943925233644854,0.5214953271028037,0.09999999999999999,0.16666666666666666,0.6,0.09999999999999999,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\NGTS-23.csv
K2-209,27,27,2,16,1.768388256576615e-05,1.3690747792851212e-05,1.2916666666666667,0.5636363636363636,0.057808857808857805,0.5058275058275058,0.10256410256410256,0.16666666666666666,0.6153846153846154,0.10256410256410256,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-209.csv
TOI-125,33,33,2,20,1.768388256576615e-05,1.7113434741064014e-05,1.0333333333333334,0.5081967213114754,0.05646630236794171,0.4517304189435337,0.1111111111111111,0.16666666666666666,0.6666666666666666,0.1111111111111111,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-125.csv
TOI-2373,24,24,2,10,1.768388256576615e-05,8.556717370532007e-06,2.066666666666667,0.6739130434782609,0.05615942028985507,0.6177536231884058,0.08333333333333333,0.16666666666666666,0.5,0.08333333333333333,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2373.csv
NGTS-16,63,63,2,21,1.768388256576615e-05,1.7969106478117217e-05,0.9841269841269841,0.49600000000000005,0.055999999999999994,0.44000000000000006,0.1129032258064516,0.16666666666666666,0.6774193548387096,0.1129032258064516,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\NGTS-16.csv
NGTS-17,11,11,2,8,1.768388256576615e-05,6.845373896425606e-06,2.5833333333333335,0.7209302325581395,0.05340223944875107,0.6675279931093884,0.07407407407407407,0.16666666666666666,0.4444444444444444,0.07407407407407407,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\NGTS-17.csv
TOI-5322,63,63,2,28,1.768388256576615e-05,2.395880863748962e-05,0.7380952380952381,0.4246575342465754,0.05215092525835136,0.372506608988224,0.12280701754385966,0.16666666666666666,0.7368421052631579,0.12280701754385964,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-5322.csv
K2-113,98,98,2,43,1.768388256576615e-05,3.6793884693287634e-05,0.48062015503875966,0.32460732984293195,0.04389344397247193,0.28071388587046003,0.13522012578616352,0.16666666666666666,0.8113207547169812,0.13522012578616352,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-113.csv
K2-411,120,120,2,45,1.768388256576615e-05,3.8505228167394034e-05,0.45925925925925926,0.3147208121827411,0.0429164743885556,0.2718043377941855,0.13636363636363635,0.16666666666666666,0.8181818181818182,0.13636363636363635,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-411.csv
TOI-5076,74,74,2,63,1.768388256576615e-05,5.390731943435165e-05,0.328042328042328,0.24701195219123503,0.035529116411068054,0.21148283578016697,0.14383561643835616,0.16666666666666666,0.863013698630137,0.14383561643835616,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-5076.csv
K2-111,30,30,1,13,8.841941282883075e-06,1.112373258169161e-05,0.7948717948717948,0.44285714285714284,0.022755505364201012,0.4201016374929418,0.05138339920948616,0.09090909090909091,0.5652173913043478,0.05138339920948616,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-111.csv
